category_code,normalized_name,logo_width,logo_height,country_code,city,investment_rounds,invested_companies,milestones,relationships,funding_total_usd,acquired_at,logo_ratio,name_length
web,bloglines,206,60,USA,Cary,0,0,2,3,0,2011-06-22,3.433333333333333,9
software,quickarrow,175,58,USA,Austin,0,0,1,1,0,2009-07-22,3.0172413793103448,10
web,about me,424,90,USA,San Francisco,0,0,2,21,5675000,2013-02-05,4.711111111111111,8
public_relations,xeta technologies,306,306,USA,Broken Arrow,0,0,1,1,0,2011-02-09,1,17
consulting,property portfolio research,384,109,USA,Boston,0,0,0,0,0,2009-07-18,3.522935779816514,27
hardware,livio radio,215,56,USA,Ferndale,0,0,1,3,4296519,2013-09-26,3.8392857142857144,11
public_relations,alteva,250,71,USA,Philadelphia,0,0,0,1,0,2011-08-08,3.5211267605633805,6
hardware,expand networks,333,63,USA,Roseland,0,0,1,4,17500000,2011-12-28,5.285714285714286,15
biotech,avila therapeutics,110,93,USA,Waltham,0,0,1,9,4000000,2012-01-26,1.1827956989247312,18
messaging,rapportive,656,150,USA,San Francisco,0,0,2,6,1000000,2012-02-07,4.373333333333333,10
biotech,tercica,80,22,USA,Brisbane,0,0,0,11,83000000,2008-06-04,3.6363636363636362,7
public_relations,280 north,860,667,NA,NA,0,0,2,6,250000,2010-07-01,1.2893553223388305,9
public_relations,lifesize a division of logitech,876,259,USA,Austin,0,0,3,16,42500000,2009-11-10,3.382239382239382,31
cleantech,uns energy,983,767,USA,Tucson,0,0,0,0,0,2013-12-11,1.2816166883963493,10
public_relations,access communications,559,346,USA,San Francisco,0,0,2,1,0,2013-08-19,1.615606936416185,21
games_video,webshots,147,45,USA,Corte Madera,0,0,4,10,0,2004-07-14,3.2666666666666666,8
games_video,broadcast,280,48,USA,Dallas,0,0,0,5,0,1999-11-01,5.833333333333333,9
software,bigmachines,292,80,USA,Deerfield,0,0,2,20,0,2013-10-24,3.65,11
biotech,zystor,100,101,USA,Milwaukee,0,0,0,1,0,2010-08-18,0.9900990099009901,6
NA,purcell systems,201,59,USA,Spokane Valley,0,0,1,2,0,2013-09-18,3.406779661016949,15
NA,vacation rentals phoenix arizona,0,0,NA,NA,0,0,0,0,0,1999-01-03,NaN,32
search,farecast,200,48,USA,Seattle,0,0,2,17,20600000,2008-04-17,4.166666666666667,8
advertising,engauge,174,58,USA,Columbus,0,0,1,11,0,2013-08-14,3,7
hardware,icon scm,311,80,DEU,Karlsruhe,0,0,0,0,0,2013-07-31,3.8875,8
software,peopleclick authoria,158,61,USA,Waltham,0,0,1,5,22500000,2008-09-29,2.5901639344262297,20
software,micro design services,0,0,USA,Parsippany,0,0,0,2,0,2008-09-30,NaN,21
software,interface control systems,0,0,USA,Indialantic,0,0,0,0,0,2008-07-01,NaN,25
ecommerce,plazavipp i de c v,600,400,MEX,Monterrey,0,0,2,1,2000000,2011-06-23,1.5,18
mobile,firethorn,215,83,USA,Atlanta,0,0,0,1,25131611,2007-11-14,2.5903614457831323,9
software,encover,237,62,USA,South Jordan,0,0,0,4,8000000,2010-11-18,3.8225806451612905,7
web,the weather channel,71,60,USA,Atlanta,0,0,3,12,0,2008-07-07,1.1833333333333333,19
web,open list,269,68,USA,NA,0,0,0,0,0,2006-05-30,3.9558823529411766,9
NA,vacation rentals kingston plantation vrbo,0,0,NA,NA,0,0,0,0,0,2011-03-05,NaN,41
advertising,miva,158,30,USA,New York,0,0,1,18,0,2009-03-13,5.266666666666667,4
public_relations,greenfield online,446,599,USA,Wilton,0,0,2,7,0,2009-06-26,0.7445742904841403,17
NA,vacation rentals honolulu hawaii,0,0,NA,NA,0,0,0,0,0,2004-05-25,NaN,32
finance,gtrust,340,107,USA,"Overland Park,",0,0,0,1,0,2013-10-02,3.177570093457944,6
NA,vacation rentals hampton new york,0,0,NA,NA,0,0,0,0,0,2000-04-11,NaN,33
software,ita software,121,93,USA,Cambridge,0,0,3,7,100000000,2011-04-13,1.3010752688172043,12
enterprise,successfactors,217,39,USA,San Mateo,0,0,3,64,0,2012-02-22,5.564102564102564,14
web,getty images,157,39,GBR,London,1,1,2,24,0,2012-08-15,4.0256410256410255,12
enterprise,wildfire a division of google,226,58,USA,Redwood City,0,0,4,19,14100000,2012-07-31,3.896551724137931,29
ecommerce,kuxun,154,60,CHN,NA,0,0,0,0,0,2009-10-01,2.566666666666667,5
web,acerno,82,60,USA,New York,0,0,0,3,0,2008-10-21,1.3666666666666667,6
hardware,dieletric parent,0,0,USA,Charlotte,0,0,0,0,0,2013-06-18,NaN,16
semiconductor,m a com,105,47,USA,Lowell,0,0,1,8,0,2008-05-13,2.234042553191489,7
software,valor computerized systems,167,52,NA,NA,0,0,0,0,0,2010-03-18,3.2115384615384617,26
software,blue ridge numerics,200,60,USA,Charlottesville,0,0,0,2,0,2011-02-17,3.3333333333333335,19
software,iconclude,72,72,USA,Bellevue,0,0,0,5,12500000,2007-03-07,1,9
NA,plantcml,280,80,USA,Temecula,0,0,1,1,0,2008-04-22,3.5,8
public_relations,lockdown networks,185,72,USA,Seattle,0,0,1,6,8600000,2008-08-31,2.5694444444444446,17
software,enwisen,212,81,USA,Novato,0,0,1,4,0,2010-12-20,2.617283950617284,7
biotech,viropharma,900,396,USA,Exton,0,0,0,7,0,2013-11-10,2.272727272727273,10
NA,vacation rentals kingston plantation,0,0,NA,NA,0,0,0,0,0,2009-02-12,NaN,36
software,minds and machines,130,79,USA,Santa Monica,0,0,0,0,0,2009-08-08,1.6455696202531647,18
software,bridgeforward software,252,62,USA,Middleton,0,0,0,0,0,2009-08-13,4.064516129032258,22
software,leverate,445,194,NA,NA,0,0,0,1,0,2011-07-26,2.2938144329896906,8
public_relations,gizmo5,173,57,USA,San Diego,0,0,0,3,6000000,2009-11-09,3.0350877192982457,6
other,jovian capital,117,79,CAN,Toronto,0,0,0,0,0,2013-07-16,1.481012658227848,14
software,tizbi,194,116,USA,Raleigh,0,0,0,0,0,2008-05-02,1.6724137931034482,5
NA,o2 ireland,118,100,IRL,Dublin,0,0,1,4,3859800,2013-06-24,1.18,10
NA,nano publishing,0,0,NA,NA,0,0,0,1,0,2007-05-28,NaN,15
mobile,mobiwatch,493,249,NA,NA,0,0,0,0,0,2009-11-04,1.9799196787148594,9
software,vocalocity,315,70,USA,Atlanta,0,0,2,9,13600000,2013-10-10,4.5,10
mobile,bitboys oy,0,0,FIN,NA,0,0,0,0,4788800,2006-05-03,NaN,10
NA,sparta consulting,284,51,NA,NA,0,0,0,0,0,2009-10-30,5.568627450980392,17
search,canpages,243,69,CAN,British Columbia,0,0,2,8,110000000,2010-03-30,3.5217391304347827,8
mobile,solesys,327,59,CHE,Aran,0,0,0,0,0,2010-01-25,5.5423728813559325,7
other,wainwright industries,500,67,USA,Wentzville,0,0,0,0,0,2013-05-31,7.462686567164179,21
software,yournight,1200,1200,USA,Saint Petersburg,0,0,2,1,0,2010-12-15,1,9
enterprise,cybersource,190,55,USA,San Francisco,0,0,2,12,0,2010-04-21,3.4545454545454546,11
advertising,doubleclick,156,52,USA,New York,0,0,3,105,0,2008-03-11,3,11
NA,elpida memory,146,67,JPN,Tokyo,0,0,1,1,0,2013-07-31,2.1791044776119404,13
semiconductor,enable semiconductors,0,0,NA,NA,0,0,0,1,0,2009-04-27,NaN,21
NA,xiamen elite electric,0,0,NA,NA,0,0,0,0,0,2010-05-04,NaN,21
biotech,lev pharmaceuticals,219,47,USA,New York,0,0,0,4,41000000,2008-07-15,4.659574468085107,19
nanotech,zoltek,558,81,USA,St. Louis,0,0,1,1,0,2013-09-26,6.888888888888889,6
mobile,networks in motion,156,69,USA,Aliso Viejo,0,0,2,4,10000000,2009-12-01,2.260869565217391,18
enterprise,yammer,1152,236,USA,San Francisco,0,0,3,38,142000000,2012-06-25,4.88135593220339,6
NA,mediaselling,0,0,NA,NA,0,0,0,0,0,2008-10-22,NaN,12
software,qnx software systems,106,45,CAN,"Ottawa, Ontario",0,0,0,3,0,2010-06-08,2.3555555555555556,20
enterprise,tier 3,120,99,USA,Bellevue,0,0,1,6,18500000,2013-11-19,1.2121212121212122,6
web,about,182,54,USA,NA,0,0,2,45,0,2012-08-27,3.3703703703703702,5
web,rutube,232,232,RUS,Moscow,0,0,4,17,0,2008-03-01,1,6
NA,entelligence,0,0,NA,NA,0,0,0,0,0,2008-01-01,NaN,12
enterprise,prolexic technologies,800,193,USA,Hollywood,0,0,2,8,51900000,2013-12-02,4.1450777202072535,21
mobile,palm,193,193,USA,Sunnyvale,0,0,4,47,100000000,2010-07-01,1,4
biotech,ge healthcare,56,56,NA,NA,2,2,2,60,0,2013-11-18,1,13
NA,vacation rentals kentucky,0,0,NA,NA,0,0,0,0,0,2010-01-10,NaN,25
software,latista,669,467,USA,Reston,0,0,0,1,0,2013-11-14,1.4325481798715203,7
NA,vacation rentals hot springs arkansas,0,0,NA,NA,0,0,0,0,0,2002-04-05,NaN,37
biotech,idev technologies,141,82,USA,Webster,0,0,0,3,59705235,2013-07-15,1.7195121951219512,17
public_relations,inviteshare,200,79,USA,Atherton,0,0,4,1,0,2007-07-01,2.5316455696202533,11
network_hosting,smartsynch,403,82,USA,Jackson,0,0,0,1,48670000,2012-02-15,4.914634146341464,10
other,pearl highlands center,287,157,USA,Pearl City,0,0,0,0,0,2013-09-17,1.8280254777070064,22
software,kaz group,75,108,AUS,Sydney,0,0,0,0,0,2009-05-01,0.6944444444444444,9
software,extend media,288,59,USA,Newton,0,0,0,7,33200000,2010-08-26,4.88135593220339,12
network_hosting,moniker,181,69,USA,Pompano Beach,0,0,1,0,0,2009-01-03,2.6231884057971016,7
software,documental solutions,0,0,USA,Falls Church,0,0,0,0,0,2008-09-04,NaN,20
NA,vacation rentals miami florida,0,0,NA,NA,0,0,0,0,0,2007-02-10,NaN,30
enterprise,project solutions group,215,87,USA,Marlborough,0,0,0,0,0,2009-07-14,2.471264367816092,23
NA,unav microelectronics,0,0,NA,NA,0,0,1,2,0,2007-12-14,NaN,21
security,attenti,308,55,ISR,Tel-Aviv,0,0,1,0,0,2010-08-31,5.6,7
semiconductor,teknovus,275,67,USA,Petaluma,0,0,2,7,62600000,2010-03-08,4.104477611940299,8
games_video,paramount pictures,700,382,USA,New York,0,0,0,18,0,1993-03-01,1.8324607329842932,18
advertising,ringring media,166,49,GBR,London,0,0,1,2,0,2010-01-13,3.3877551020408165,14
NA,teledata networks,245,94,NLD,Amsterdam,0,0,0,1,19000000,2010-06-23,2.606382978723404,17
NA,kanchiads,0,0,NA,NA,0,0,0,0,0,2012-12-18,NaN,9
software,txt polymedia,260,96,ITA,Milano,0,0,0,1,0,2011-03-16,2.7083333333333335,13
biotech,proxsys,200,89,USA,Birmingham,0,0,0,2,0,2011-07-21,2.247191011235955,7
biotech,ion torrent,159,41,USA,Guilford,0,0,1,4,0,2010-08-18,3.8780487804878048,11
mobile,aeroscout,211,48,USA,Redwood City,0,0,3,7,28000000,2012-06-05,4.395833333333333,9
ecommerce,acquity group,256,46,USA,Chicago,0,0,0,34,0,2013-05-19,5.565217391304348,13
public_relations,m5 networks,300,188,USA,New York,0,0,3,8,0,2012-02-01,1.5957446808510638,11
NA,helen of troy,0,0,NA,NA,0,0,0,0,0,2011-01-03,NaN,13
NA,vacation rentals travel agent myrtle beach,0,0,NA,NA,0,0,0,0,0,2007-05-06,NaN,42
NA,rent my disney vacation home,0,0,NA,NA,0,0,0,0,0,2009-01-08,NaN,28
web,labpixies,226,93,ISR,Tel Aviv,0,0,2,6,1000000,2010-04-27,2.4301075268817205,9
security,accertify,186,66,USA,Itasca,0,0,1,6,4700000,2010-11-01,2.8181818181818183,9
NA,analog devices,138,53,USA,Norwood,0,0,2,22,0,2007-11-08,2.6037735849056602,14
network_hosting,silicon graphics,0,0,NA,NA,0,0,1,66,0,2009-04-01,NaN,16
other,dbsophic,266,107,NA,NA,0,0,0,0,0,2013-05-05,2.485981308411215,8
mobile,teradek,1085,462,USA,Irvine,0,0,0,0,0,2013-08-29,2.3484848484848486,7
NA,smithfield,214,98,NA,NA,0,0,0,1,0,2013-05-29,2.183673469387755,10
web,rent,191,55,USA,Santa Monica,0,0,5,15,0,2012-05-08,3.4727272727272727,4
NA,adperio,200,133,USA,"Denver,",0,0,1,2,0,2011-08-11,1.5037593984962405,7
software,cornerstone records management,283,66,USA,Elkridge,0,0,0,2,0,2013-10-18,4.287878787878788,30
biotech,diagnostic hybrids,122,77,USA,Athens,0,0,1,5,0,2010-01-12,1.5844155844155845,18
hardware,mts nano instruments,0,0,USA,Oak Ridge,0,0,0,2,0,2008-12-05,NaN,20
other,ahura scientific,260,43,USA,Wilmington,0,0,1,6,17000000,2010-01-19,6.046511627906977,16
software,clearwell systems,612,180,USA,Mountain View,0,0,3,6,29000000,2011-07-11,3.4,17
NA,tableau,183,42,USA,Waukesha,0,0,1,0,0,2010-05-10,4.357142857142857,7
public_relations,axis network technology,179,71,GBR,Aylesbury Bucks,0,0,1,3,5850000,2010-05-13,2.5211267605633805,23
public_relations,accela communications,111,46,USA,Southborough,0,0,0,0,0,2010-09-09,2.4130434782608696,21
finance,irish life,174,71,IRL,Dublin,0,0,0,0,0,2013-07-18,2.4507042253521125,10
mobile,ditech networks,130,85,USA,San Jose,0,0,3,4,0,2012-09-18,1.5294117647058822,15
software,mediconnect global mcg,431,74,USA,South Jordan,0,0,0,8,0,2012-03-23,5.824324324324325,22
NA,investment scorecard,200,200,USA,Nashville,0,0,1,4,0,2007-04-01,1,20
mobile,hubbl,200,200,USA,New York,0,0,0,2,0,2013-10-10,1,5
hardware,apollo gate operators,225,225,USA,San Antonio,0,0,0,2,0,2008-12-12,1,21
NA,powertrans,222,86,AUS,Queensland,0,0,0,0,0,2013-11-25,2.5813953488372094,10
NA,packetexchange,196,71,GBR,London,0,0,3,5,0,2011-05-23,2.76056338028169,14
software,prolifics,153,24,USA,New York,0,0,1,5,0,2008-07-02,6.375,9
NA,vacation rentals marathon key,0,0,NA,NA,0,0,0,0,0,2006-02-09,NaN,29
hardware,slim devices,243,54,USA,Mountain View,0,0,1,3,0,2006-10-19,4.5,12
biotech,ovation pharmaceuticals,311,82,USA,Deerfield,0,0,0,1,0,2009-03-19,3.792682926829268,23
NA,vacation rentals property manager myrtle beach,0,0,NA,NA,0,0,0,0,0,2008-05-08,NaN,46
software,redstone software,0,0,USA,Boulder,0,0,1,1,0,2008-09-02,NaN,17
NA,vacation rentals in steamboat springs colorad,0,0,NA,NA,0,0,0,0,0,2008-02-03,NaN,45
consulting,adea,157,74,USA,Irving,0,0,0,1,5000000,2010-12-22,2.1216216216216215,4
biotech,semprus biosciences,244,59,USA,Cambridge,0,0,1,2,27000000,2012-06-25,4.135593220338983,19
NA,vacation rentals new york new york,0,0,NA,NA,0,0,0,0,0,2008-01-01,NaN,34
web,tickle,129,61,USA,NA,0,0,3,11,0,2004-05-01,2.1147540983606556,6
biotech,nexus biosystems,139,46,USA,Poway,0,0,0,3,0,2011-07-26,3.0217391304347827,16
software,deremate com de argentina,331,77,ARG,Buenos Aires,0,0,2,22,0,2008-08-25,4.298701298701299,25
web,getty images,157,39,GBR,London,1,1,2,24,0,2012-08-15,4.0256410256410255,12
web,worldwideworker,538,100,NLD,Schiphol Airport,0,0,0,0,0,2010-05-10,5.38,15
enterprise,consolidated graphics,126,126,USA,Houston,0,0,1,3,0,2013-10-24,1,21
network_hosting,isilon systems,106,77,USA,Seattle,0,0,2,16,0,2010-11-15,1.3766233766233766,14
software,fasulcore ltda,0,0,NA,NA,0,0,0,0,0,2008-11-12,NaN,14
other,repconstrickland,217,104,USA,Corpus Christi,0,0,0,0,0,2013-06-18,2.0865384615384617,16
hardware,verifone,179,62,USA,San Jose,3,2,3,26,17584713,1997-04-01,2.8870967741935485,8
mobile,trimax wireless,306,66,USA,Naples,0,0,0,0,0,2010-07-01,4.636363636363637,15
real_estate,rentjuice,1055,601,USA,San Francisco,0,0,3,7,6693782,2012-05-02,1.7554076539101497,9
ecommerce,tiny prints,250,66,USA,Sunnyvale,0,0,3,11,0,2011-03-21,3.787878787878788,11
hospitality,aroma,107,98,MDA,Moldova,0,0,0,0,0,2013-11-25,1.0918367346938775,5
mobile,jiffy software,1612,643,NA,NA,0,0,1,7,0,2012-02-02,2.506998444790047,14
